"","REGION","WBAN_ID","STATION_NAME","STATE_PROVINCE","COUNTY","COUNTRY","EXTENDED_NAME","CALL_SIGN","STATION_TYPE","DATE_ASSIGNED","BEGIN_DATE","COMMENTS","LOCATION","ELEV_OTHER","ELEV_GROUND","ELEV_RUNWAY","ELEV_BAROMETRIC","ELEV_STATION","ELEV_UPPER_AIR"
"11","001",110,"NELSON LAGOON AIRPORT","AK","ALEUTIANS EAST BOROUGH","US","NELSON LAGOON AIRPORT","OUL","AWOS","November 2013","01-OCT-79","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","56.017, -161.167","","14 FEET","","","",""
"12","001",111,"SHAKTOOLIK AIRPORT","AK","NOME","US","SHAKTOOLIK AIRPORT","2C7","AWOS","November 2013","01-JUL-02","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","64.37, -161.224","","23 FEET","","","",""
"13","001",112,"KOLIGANEK AIRPORT","AK","DILLINGHAM","US","KOLIGANEK AIRPORT","JZZ","AWOS","November 2013","01-APR-97","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","59.733, -157.267","","270 FEET","","","",""
"14","001",113,"ROBERT (BOB) CURTIS MEMORIAL AIRPORT","AK","NORTHWEST ARCTIC BOROUGH","US","ROBERT (BOB) CURTIS MEMORIAL AIRPORT","D76","AWOS","November 2013","01-JUN-03","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","66.818, -161.022","","56 FEET","","","",""
"15","001",114,"STARR BROWNING AIRSTRIP","MT","GLACIER","US","STARR BROWNING AIRSTRIP","8S0","AWOS","November 2013","01-OCT-61","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","48.6, -113.117","","4656 FEET","","","",""
"16","001",115,"BIG BEAR CITY AIRPORT","CA","SAN BERNARDINO","US","BIG BEAR CITY AIRPORT","L35","AWOS","November 2013","01-MAR-43","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","34.264, -116.854","","6749 FEET","","","",""
"17","001",117,"LONNIE POOL FIELD WEAVERVILLE AIRPORT","CA","TRINITY","US","LONNIE POOL FIELD WEAVERVILLE AIRPORT","O54","AWOS","November 2013","01-JAN-55","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","40.747, -122.922","","2350 FEET","","","",""
"18","001",118,"TILLAMOOK AIRPORT","OR","TILLAMOOK","US","TILLAMOOK AIRPORT","TMK","AWOS","November 2013","01-JUL-43","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","45.417, -123.817","","37 FEET","","","",""
"19","001",119,"CHEHALIS CENTRALIA AIRPORT","WA","LEWIS","US","CHEHALIS CENTRALIA AIRPORT","CLS","AWOS","November 2013","01-SEP-37","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","46.683, -122.983","","178 FEET","","","",""
"20","001",120,"TAZEWELL COUNTY AIRPORT","VA","TAZEWELL","US","TAZEWELL COUNTY AIRPORT","JFZ","AWOS","November 2013","01-NOV-91","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","37.067, -81.8","","2651 FEET","","","",""
"21","001",121,"RYAN FIELD AIRPORT","AZ","PIMA","US","RYAN FIELD AIRPORT","RYN","AWOS","November 2013","01-MAR-43","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","32.15, -111.167","","2418 FEET","","","",""
"22","001",122,"NEW CASTLE MUNICIPAL AIRPORT","PA","LAWRENCE","US","NEW CASTLE MUNICIPAL AIRPORT","UCP","AWOS","November 2013","01-DEC-38","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","41.033, -80.417","","1073 FEET","","","",""
"23","001",123,"ST MICHAEL AIRPORT","AK","NOME","US","ST MICHAEL AIRPORT","SMK","AWOS","November 2013","01-AUG-95","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","63.49, -162.11","","92 FEET","","","",""
"24","001",124,"BAY BRIDGE AIRPORT","MD","QUEEN ANNE'S","US","BAY BRIDGE AIRPORT","W29","AWOS","November 2013","01-JAN-01","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","38.967, -76.333","","17 FEET","","","",""
"25","001",125,"WILLMAR MUNICIPAL AIRPORT JOHN L RICE FIELD","MN","KANDIYOHI","US","WILLMAR MUNICIPAL AIRPORT JOHN L RICE FIELD","BDH","AWOS","November 2013","01-SEP-06","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","45.117, -95.133","","1129 FEET","","","",""
"26","001",126,"ST MARYS COUNTY REGIONAL AIRPORT","MD","ST. MARY'S","US","ST MARYS COUNTY REGIONAL AIRPORT","2W6","AWOS","November 2013","01-DEC-69","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","38.317, -76.55","","142 FEET","","","",""
"27","001",127,"BEEVILLE MUNICIPAL AIRPORT","TX","BEE","US","BEEVILLE MUNICIPAL AIRPORT","BEA","AWOS","November 2013","01-DEC-66","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","28.35, -97.717","","270 FEET","","","",""
"28","001",128,"HOMERVILLE AIRPORT","GA","CLINCH","US","HOMERVILLE AIRPORT","HOE","AWOS","November 2013","01-JUL-44","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","31.056, -82.767","","188 FEET","","","",""
"29","001",129,"HEREFORD MUNICIPAL AIRPORT","TX","DEAF SMITH","US","HEREFORD MUNICIPAL AIRPORT","HRX","AWOS","November 2013","01-AUG-58","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","34.85, -102.333","","3783 FEET","","","",""
"30","001",130,"PLEASANTON MUNICIPAL AIRPORT","TX","ATASCOSA","US","PLEASANTON MUNICIPAL AIRPORT","PEZ","AWOS","November 2013","01-OCT-70","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","28.95, -98.517","","430 FEET","","","",""
"31","001",131,"OHIO UNIVERSITY AIRPORT SNYDER FIELD","OH","ATHENS","US","OHIO UNIVERSITY AIRPORT SNYDER FIELD","UNI","AWOS","November 2013","01-JAN-01","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","39.217, -82.233","","765 FEET","","","",""
"32","001",132,"WAUTOMA MUNICIPAL AIRPORT","WI","WAUSHARA","US","WAUTOMA MUNICIPAL AIRPORT","Y50","AWOS","November 2013","01-OCT-47","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","44.033, -89.3","","860 FEET","","","",""
"33","001",133,"CLINTON MUNICIPAL AIRPORT","AR","VAN BUREN","US","CLINTON MUNICIPAL AIRPORT","CCA","AWOS","November 2013","01-OCT-75","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","35.6, -92.45","","516 FEET","","","",""
"34","001",134,"KICKAPOO DOWNTOWN AIRPORT","TX","WICHITA","US","KICKAPOO DOWNTOWN AIRPORT","CWC","AWOS","November 2013","01-MAY-40","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","33.85, -98.483","","998 FEET","","","",""
"35","001",135,"GNOSS FIELD AIRPORT","CA","MARIN","US","GNOSS FIELD AIRPORT","DVO","AWOS","November 2013","01-SEP-47","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","38.15, -122.55","","4 FEET","","","",""
"36","001",136,"CHESTER COUNTY GO CARLSON AIRPORT","PA","CHESTER","US","CHESTER COUNTY GO CARLSON AIRPORT","MQS","AWOS","November 2013","01-SEP-37","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","39.983, -75.867","","660 FEET","","","",""
"37","001",137,"ANGEL FIRE AIRPORT","NM","COLFAX","US","ANGEL FIRE AIRPORT","AXX","AWOS","November 2013","01-SEP-66","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","36.422, -105.29","","8380 FEET","","","",""
"38","001",138,"POSEY FIELD AIRPORT","AL","WINSTON","US","POSEY FIELD AIRPORT","1M4","AWOS","November 2013","01-JAN-59","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","34.267, -87.6","","932 FEET","","","",""
"39","001",139,"KNOX COUNTY AIRPORT","OH","KNOX","US","","4I3","AWOS","6/30/2014","","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT. NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","40.333, -82.517","","1191 FEET","","","",""
"40","001",140,"FREMONT MUNICIPAL AIRPORT","MI","NEWAYGO","US","FREMONT MUNICIPAL AIRPORT","FFX","AWOS","November 2013","01-SEP-46","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","43.433, -86","","831 FEET","","","",""
"41","001",141,"INDEPENDENCE MUNICIPAL AIRPORT","KS","MONTGOMERY","US","INDEPENDENT MUNICIPAL AIRPORT","IDP","AWOS","November 2013","01-FEB-44","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","37.158, -95.778","","824 FEET","","","",""
"42","001",142,"ATKINSON MUNICIPAL AIRPORT","KS","CRAWFORD","US","ATKINSON MUNICPAL AIRPORT","PTS","AWOS","November 2013","01-APR-40","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","37.45, -94.733","","952 FEET","","","",""
"43","001",143,"CHEYENNE COUNTY MUNICIPAL AIRPORT","KS","CHEYENNE","US","CHEYENNE COUNTY MUNICIPAL AIRPORT","SYF","AWOS","November 2013","01-MAR-45","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","39.767, -101.8","","3413 FEET","","","",""
"44","001",144,"STUART POWELL FIELD AIRPORT","KY","LINCOLN","US","STUART POWELL FIELD AIRPORT","DVK","AWOS","November 2013","01-APR-41","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","37.578, -84.77","","1024 FEET","","","",""
"45","001",145,"MADISON AIRPORT","KY","MADISON","US","MADISON AIRPORT","I39","AWOS","November 2013","01-APR-86","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","37.633, -84.333","","1001 FEET","","","",""
"46","001",146,"MOUNT STERLING MONTGOMERY COUNTY AIRPORT","KY","MONTGOMERY","US","MOUNT STERLING MONTGOMERY COUNTY AIRPORT","IOB","AWOS","November 2013","01-NOV-64","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","38.067, -83.983","","1021 FEET","","","",""
"47","001",148,"GEORGE R CARR MEMORIAL AIR FIELD","LA","WASHINGTON","US","GEORGE R CARR MEMORIAL AIR FIELD","BXA","AWOS","November 2013","01-OCT-41","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","30.817, -89.867","","120 FEET","","","",""
"48","001",149,"MONETT MUNICIPAL AIRPORT","MO","BARRY","US","MONETT MUNICIPAL AIRPORT","HFJ","AWOS","November 2013","01-FEB-85","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","36.9, -94.017","","1316 FEET","","","",""
"49","001",150,"GWINNER ROGER MELROE FIELD AIRPORT","ND","SARGENT","US","GWINNER ROGER MELROE FIELD AIRPORT","GWR","AWOS","November 2013","01-JAN-01","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","46.217, -97.633","","1267 FEET","","","",""
"50","001",151,"CALEDONIA COUNTY AIRPORT","VT","CALEDONIA","US","CALEDONIA COUNTY AIRPORT","CDA","AWOS","November 2013","01-AUG-69","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","44.567, -72.017","","1188 FEET","","","",""
"51","001",152,"FRANKLIN COUNTY STATE AIRPORT","VT","FRANKLIN","US","FRANKLIN COUNTY STATE AIRPORT","FSO","AWOS","November 2013","01-JUL-70","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","44.933, -73.1","","230 FEET","","","",""
"52","001",153,"CHESTERFIELD COUNTY AIRPORT","VA","CHESTERFIELD","US","","FCI","AWOS","6/30/2014","","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT. NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","37.4, -77.517","","237 FEET","","","",""
"53","001",154,"HAMPTON ROADS EXECUTIVE AIRPORT","VA","CHESAPEAKE","US","HAMPTON ROADS EXECUTIVE AIRPORT","PVG","AWOS","November 2013","01-JAN-01","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","36.783, -76.45","","23 FEET","","","",""
"54","001",155,"TAPPAHANNOCK ESSEX COUNTY AIRPORT","VA","ESSEX","US","TAPPAHANNOCK ESSEX COUNTY AIRPORT","XSA","AWOS","November 2013","01-AUG-07","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","37.85, -76.883","","135 FEET","","","",""
"55","001",156,"WALKER COUNTY AIRPORT BEVILL FIELD","AL","WALKER","US","WALKER COUNTY AIRPORT BEVILL FIELD","JFX","AWOS","November 2013","01-JAN-01","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","33.902, -87.314","","483 FEET","","","",""
"56","001",157,"WALDEN JACKSON COUNTY AIRPORT","CO","JACKSON","US","WALDEN JACKSON COUNTY AIRPORT","33V","AWOS","November 2013","01-APR-40","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","40.75, -106.267","","8157 FEET","","","",""
"57","001",158,"BLAKE FIELD AIRPORT","CO","DELTA","US","BLAKE FIELD AIRPORT","AJZ","AWOS","November 2013","01-MAR-62","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","38.783, -108.067","","5194 FEET","","","",""
"58","001",159,"HARRIET ALEXANDER FIELD AIRPORT","CO","CHAFFEE","US","HARRIET ALEXANDER FIELD AIRPORT","ANK","AWOS","November 2013","01-FEB-64","ADDED TO REPOSITORY USING ISD, AIRNAV.COM, FAA PUBLICATIONS AS SOURCE FOR AWOS/AWSS/METAR LOAD PROJECT.  NCDC RECEIVING DATA ON GTS FOR THESE STATIONS. WBANS WERE AUTO-GENERATED STARTING AT 00100.","38.533, -106.05","","7527 FEET","","","",""
